10009280,register submission date request,1397547039000
10009280,OLO messaging active,1397547243000
10009280,send confirmation receipt,1397547243000
10009280,phase application received,1397547243000
10009280,send confirmation receipt,1397547249000
10009280,forward to the competent authority,1397547437000
10009280,enter senddate acknowledgement,1397547437000
10009280,regular procedure without MER,1397547442000
10009280,create procedure confirmation,1397547444000
10009280,start WABOprocedure,1397547444000
10009280,create subcases completeness,1397547447000
10009280,registration date publication,1397547447000
10009280,procedure change,1397547449000
10009280,create publication document,1397547471000
10051546,register submission date request,1397824001000
10051546,OLO messaging active,1397824563000
10051546,send confirmation receipt,1397824563000
10051546,phase application received,1397824563000
10051546,send confirmation receipt,1397824566000
10051546,forward to the competent authority,1397824693000
10051546,enter senddate acknowledgement,1397824693000
10051546,regular procedure without MER,1397824695000
10051546,start WABOprocedure,1397824698000
10051546,create procedure confirmation,1397824699000
10051546,create subcases completeness,1397824700000
10051546,registration date publication,1397824700000
10051546,create publication document,1397824719000
10051546,procedure change,1397824740000
10053184,register submission date request,1397825795000
10053184,OLO messaging active,1397825885000
10053184,send confirmation receipt,1397825886000
10053184,phase application received,1397825886000
10053184,send confirmation receipt,1397825888000
10053184,forward to the competent authority,1397825963000
10053184,enter senddate acknowledgement,1397825963000
10053184,regular procedure without MER,1397825970000
10053184,create procedure confirmation,1397825972000
10053184,start WABOprocedure,1397825972000
10053184,create subcases completeness,1397825977000
10053184,registration date publication,1397825977000
10053184,procedure change,1397825980000
10053184,create publication document,1397826187000
10083477,register submission date request,1398329206000
10083477,OLO messaging active,1398673805000
10083477,send confirmation receipt,1398673805000
10083477,phase application received,1398673805000
10083477,send confirmation receipt,1398673855000
10083477,forward to the competent authority,1398674114000
10083477,enter senddate acknowledgement,1398674114000
10083477,regular procedure without MER,1398674116000
10083477,create procedure confirmation,1398674121000
10083477,start WABOprocedure,1398674121000
10083477,create subcases completeness,1398674123000
10083477,registration date publication,1398674123000
10083477,procedure change,1398674130000
10083477,create publication document,1398674151000
10128593,register submission date request,1398849618000
10128593,OLO messaging active,1398849865000
10128593,send confirmation receipt,1398849865000
10128593,phase application received,1398849865000
10128593,send confirmation receipt,1398849866000
10128593,enter senddate acknowledgement,1398850172000
10128593,forward to the competent authority,1398850173000
10128593,regular procedure without MER,1398850175000
10128593,create procedure confirmation,1398850183000
10128593,start WABOprocedure,1398850183000
10128593,create subcases completeness,1398850184000
10128593,registration date publication,1398850184000
10128593,create publication document,1398850197000
10128593,procedure change,1398850229000
0,OLO messaging active,1398854161000
0,send confirmation receipt,1398854161000
0,phase application received,1398854161000
0,send confirmation receipt,1398854164000
0,forward to the competent authority,1398854391000
0,enter senddate acknowledgement,1398854391000
0,regular procedure without MER,1398854417000
0,create procedure confirmation,1398854422000
0,start WABOprocedure,1398854422000
0,registration date publication,1398854428000
0,create subcases completeness,1398854428000
0,create publication document,1398854454000
10153227,register submission date request,1399023410000
10153227,OLO messaging active,1399023530000
10153227,send confirmation receipt,1399023530000
10153227,phase application received,1399023530000
10153227,send confirmation receipt,1399023538000
10153227,forward to the competent authority,1399023557000
10153227,enter senddate acknowledgement,1399023557000
10153227,regular procedure without MER,1399024404000
10153227,start WABOprocedure,1399024406000
10153227,create procedure confirmation,1399024407000
10153227,registration date publication,1399024410000
10153227,create subcases completeness,1399024410000
10153227,create publication document,1399024422000
10156963,register submission date request,1399034715000
10156963,OLO messaging active,1399034877000
10156963,send confirmation receipt,1399034877000
10156963,phase application received,1399034877000
10156963,send confirmation receipt,1399034879000
10156963,forward to the competent authority,1399034917000
10156963,enter senddate acknowledgement,1399034917000
10156963,regular procedure without MER,1399034920000
10156963,start WABOprocedure,1399034924000
10156963,create procedure confirmation,1399034925000
10156963,registration date publication,1399034926000
10156963,create subcases completeness,1399034926000
10156963,create publication document,1399034936000
10186160,register submission date request,1399560573000
10292508,register submission date request,1399973689000
10292508,OLO messaging active,1399974788000
10292508,send confirmation receipt,1399974788000
10292508,phase application received,1399974788000
10292508,send confirmation receipt,1399974790000
10292508,forward to the competent authority,1399974919000
10292508,enter senddate acknowledgement,1399974919000
10292508,regular procedure without MER,1399974930000
10294556,register submission date request,1399977866000
10294556,OLO messaging active,1399977986000
10294556,send confirmation receipt,1399977986000
10294556,phase application received,1399977986000
10294556,send confirmation receipt,1399977987000
10295206,register submission date request,1399979283000
10295206,OLO messaging active,1399980698000
10295206,send confirmation receipt,1399980698000
10295206,phase application received,1399980698000
10295206,forward to the competent authority,1399980704000
10295206,regular procedure without MER,1399980706000
10294556,forward to the competent authority,1399984080000
10294556,enter senddate acknowledgement,1399984080000
10294556,regular procedure without MER,1399984085000
10294556,create procedure confirmation,1399984107000
10294556,start WABOprocedure,1399984107000
10294556,publish,1399984111000
10294556,create subcases completeness,1399984114000
10294556,registration date publication,1399984114000
10294556,procedure change,1399984131000
10294556,request complete,1399984145000
10294556,create publication document,1399984164000
10295206,create procedure confirmation,1399984365000
10295206,start WABOprocedure,1399984365000
10295206,publish,1399984367000
10295206,create subcases completeness,1399984370000
10295206,registration date publication,1399984370000
10295206,procedure change,1399984374000
10295206,request complete,1399984379000
10295206,create publication document,1399984390000
10292508,create procedure confirmation,1399984599000
10292508,start WABOprocedure,1399984599000
10292508,publish,1399984606000
10292508,create subcases completeness,1399984607000
10292508,registration date publication,1399984607000
10292508,procedure change,1399984615000
10292508,request complete,1399984620000
10292508,create publication document,1399984700000
10297111,register submission date request,1399986202000
10297111,OLO messaging active,1399986796000
10297111,phase application received,1399986796000
10297111,send confirmation receipt,1399986797000
10297111,forward to the competent authority,1399986981000
10297111,regular procedure without MER,1399987000000
10297111,create procedure confirmation,1399987031000
10297111,start WABOprocedure,1399987031000
10297111,publish,1399987058000
10297111,create subcases completeness,1399987070000
10297111,registration date publication,1399987070000
10297111,procedure change,1399987082000
10297111,create publication document,1399987164000
10335820,register submission date request,1400225084000
10335820,OLO messaging active,1400225114000
10335820,send confirmation receipt,1400225115000
10335820,phase application received,1400225115000
10335820,send confirmation receipt,1400225118000
10335820,forward to the competent authority,1400225385000
10335820,regular procedure without MER,1400225390000
10335820,create procedure confirmation,1400225397000
10335820,start WABOprocedure,1400225397000
10335820,publish,1400225400000
10335820,create subcases completeness,1400225402000
10335820,registration date publication,1400225402000
10335820,procedure change,1400225405000
10335820,create publication document,1400225425000
10186788,register submission date request,1400228256000
10186788,OLO messaging active,1400228545000
10186788,send confirmation receipt,1400228546000
10186788,phase application received,1400228546000
10186788,send confirmation receipt,1400228548000
10186788,forward to the competent authority,1400228757000
10186788,enter senddate acknowledgement,1400228757000
10186788,regular procedure without MER,1400228762000
10186788,create procedure confirmation,1400228763000
10186788,start WABOprocedure,1400228763000
10186788,publish,1400228765000
10186788,create subcases completeness,1400228767000
10186788,registration date publication,1400228767000
10186788,procedure change,1400228772000
10186788,create publication document,1400228812000
10339498,register submission date request,1400229492000
10339498,OLO messaging active,1400229954000
10339498,send confirmation receipt,1400229954000
10339498,phase application received,1400229954000
10339498,send confirmation receipt,1400229960000
10339498,forward to the competent authority,1400230228000
10339498,enter senddate acknowledgement,1400230228000
10339498,regular procedure without MER,1400230232000
10339498,start WABOprocedure,1400230234000
10339498,create procedure confirmation,1400230235000
10339498,publish,1400230237000
10339498,registration date publication,1400230238000
10339498,create subcases completeness,1400230239000
10339498,procedure change,1400230241000
10339498,create publication document,1400230573000
10186160,OLO messaging active,1400235571000
10186160,phase application received,1400235571000
10186160,send confirmation receipt,1400235572000
10186160,send confirmation receipt,1400235577000
10186160,forward to the competent authority,1400235849000
10186160,enter senddate acknowledgement,1400235849000
10186160,regular procedure without MER,1400235854000
10186160,start WABOprocedure,1400235991000
10186160,create procedure confirmation,1400235992000
10186160,create subcases completeness,1400236131000
10186160,registration date publication,1400236131000
10186160,procedure change,1400236133000
10186160,create publication document,1400236144000
10342788,register submission date request,1400239546000
10342788,OLO messaging active,1400240051000
10342788,send confirmation receipt,1400240052000
10342788,phase application received,1400240052000
10342788,send confirmation receipt,1400240057000
10342788,forward to the competent authority,1400240191000
10342788,enter senddate acknowledgement,1400240191000
10342788,regular procedure without MER,1400240199000
10342788,start WABOprocedure,1400240200000
10342788,create procedure confirmation,1400240201000
10342788,publish,1400240204000
10342788,create subcases completeness,1400240205000
10342788,registration date publication,1400240205000
10342788,procedure change,1400240209000
10342788,create publication document,1400240227000
10295206,send letter in progress,1400246158000
10295206,phase application receptive,1400246158000
10295206,create subcases content,1400246162000
10295206,procedure change,1400246167000
10295206,article 34  WABO applies,1400246173000
10295206,grounds for refusal,1400246175000
10295206,phase advice known,1400246175000
10295206,ask stakeholders views,1400246177000
10295206,suspension ground applicable,1400246179000
10295206,coordination of application,1400246183000
10295206,by law,1400246188000
10295206,creating environmental permit decision,1400246189000
10295206,set decision status,1400246190000
10295206,decision date prior to decision,1400246202000
10295206,generating decision environmental permit,1400246209000
10295206,submit decision,1400246243000
10295206,phase decision ready,1400246248000
10295206,record date of decision environmental permit,1400246248000
10295206,set decision phase decision permitting decided,1400246259000
10295206,register objection and appeal periods,1400246263000
10295206,phase decision taken,1400246263000
10295206,creating cover letter decision,1400246268000
10295206,transcript decision environmental permit to stakeholders,1400246274000
10295206,enter senddate decision environmental permit,1400247280000
10295206,start decision phase decision permitting sent,1400247298000
10295206,enter senddate decision,1400247320000
10295206,phase decision sent,1400247320000
10295206,enter senddate decision environmental permit,1400247320000
10295206,objection lodged against decision,1400247321000
10297111,request complete,1400568110000
10297111,send letter in progress,1400568115000
10297111,phase application receptive,1400568115000
10297111,create subcases content,1400568120000
10297111,procedure change,1400568126000
10297111,article 34  WABO applies,1400568144000
10297111,phase advice known,1400568145000
10297111,grounds for refusal,1400568146000
10297111,ask stakeholders views,1400568147000
10297111,suspension ground applicable,1400568149000
10297111,coordination of application,1400568184000
10297111,by law,1400568189000
10297111,creating environmental permit decision,1400568193000
10297111,set decision status,1400568193000
10297111,decision date prior to decision,1400568201000
10297111,generating decision environmental permit,1400568207000
10297111,submit decision,1400568212000
10297111,phase decision ready,1400568216000
10297111,record date of decision environmental permit,1400568216000
10297111,set decision phase decision permitting decided,1400568229000
10297111,register objection and appeal periods,1400568237000
10297111,phase decision taken,1400568237000
10297111,creating cover letter decision,1400568242000
10297111,transcript decision environmental permit to stakeholders,1400568248000
10297111,enter senddate decision environmental permit,1400568676000
10297111,start decision phase decision permitting sent,1400568687000
10297111,phase decision sent,1400568693000
10297111,enter senddate decision,1400568693000
10297111,enter senddate decision environmental permit,1400568693000
10297111,objection lodged against decision,1400568693000
10362581,register submission date request,1400569174000
10362581,OLO messaging active,1400570057000
10362581,send confirmation receipt,1400570057000
10362581,phase application received,1400570057000
10362581,send confirmation receipt,1400570060000
10362581,forward to the competent authority,1400570072000
10362581,enter senddate acknowledgement,1400570072000
10362581,regular procedure without MER,1400570077000
10362581,MER required,1400570085000
10362581,MER present,1400570108000
10362581,activities regular procedure,1400570155000
10362581,phased application,1400570162000
10362581,start WABOprocedure,1400570162000
10362581,read field phased application,1400570162000
10362581,create procedure confirmation,1400570166000
10362581,date for inspection MER,1400570170000
10362581,publish,1400570531000
10362581,create subcases completeness,1400570535000
10362581,registration date publication,1400570535000
10362581,procedure change,1400570539000
10362581,create publication document,1400570591000
10362581,request complete,1400570602000
10368001,register submission date request,1400585458000
10368001,OLO messaging active,1400585727000
10368001,phase application received,1400585727000
10368001,send confirmation receipt,1400585728000
10368001,send confirmation receipt,1400585730000
10368001,forward to the competent authority,1400586075000
10368001,enter senddate acknowledgement,1400586075000
10368001,regular procedure without MER,1400586203000
10368001,create procedure confirmation,1400586207000
10368001,start WABOprocedure,1400586207000
10368001,publish,1400586209000
10368001,create subcases completeness,1400586211000
10368001,registration date publication,1400586211000
10368001,procedure change,1400586213000
10368001,create publication document,1400586229000
10368001,request complete,1400587607000
10009280,request complete,1400659348000
10009280,send letter in progress,1400659352000
10009280,phase application receptive,1400659352000
10009280,treat subcases content,1400659389000
10009280,completed subcases content,1400659390000
10009280,procedure change,1400659391000
10009280,article 34  WABO applies,1400659395000
10009280,assessment of content completed,1400659397000
10009280,grounds for refusal,1400659398000
10009280,phase advice known,1400659398000
10009280,ask stakeholders views,1400659561000
10009280,suspension ground applicable,1400659564000
10009280,coordination of application,1400659566000
10009280,by law,1400659569000
10009280,creating environmental permit decision,1400659571000
10009280,set decision status,1400659572000
10009280,decision date prior to decision,1400659577000
10009280,generating decision environmental permit,1400659585000
10009280,submit decision,1400659761000
10009280,phase decision ready,1400659764000
10009280,record date of decision environmental permit,1400659765000
10432975,register submission date request,1400844164000
10432975,OLO messaging active,1400844490000
10432975,send confirmation receipt,1400844490000
10432975,phase application received,1400844490000
10432975,send confirmation receipt,1400844492000
10432975,forward to the competent authority,1400844843000
10432975,enter senddate acknowledgement,1400844843000
10432975,regular procedure without MER,1400844849000
10432975,create procedure confirmation,1400844859000
10432975,start WABOprocedure,1400844859000
10432975,publish,1400844880000
10432975,create subcases completeness,1400844884000
10432975,registration date publication,1400844884000
10432975,procedure change,1400844887000
10432975,create publication document,1400844922000
10434471,register submission date request,1400846481000
10434471,OLO messaging active,1400847033000
10434471,send confirmation receipt,1400847033000
10434471,phase application received,1400847033000
10434471,send confirmation receipt,1400847034000
10434471,forward to the competent authority,1400847181000
10434471,enter senddate acknowledgement,1400847181000
10434471,regular procedure without MER,1400847184000
10434471,create procedure confirmation,1400847195000
10434471,start WABOprocedure,1400847195000
10434471,publish,1400847200000
10434471,create subcases completeness,1400847202000
10434471,registration date publication,1400847202000
10434471,procedure change,1400847206000
10434471,request complete,1400847214000
10434471,create publication document,1400847230000
10443984,register submission date request,1401088567000
10443984,OLO messaging active,1401088672000
10443984,send confirmation receipt,1401088672000
10443984,phase application received,1401088672000
10443984,send confirmation receipt,1401088674000
10443984,forward to the competent authority,1401088800000
10443984,enter senddate acknowledgement,1401088800000
10443984,regular procedure without MER,1401088802000
10443984,create procedure confirmation,1401088812000
10443984,start WABOprocedure,1401088812000
10443984,publish,1401088816000
10443984,create subcases completeness,1401088819000
10443984,registration date publication,1401088819000
10443984,procedure change,1401088823000
10443984,request complete,1401088828000
10443984,create publication document,1401089145000
10457489,register submission date request,1401184383000
10457489,OLO messaging active,1401184385000
10457489,send confirmation receipt,1401184385000
10457489,phase application received,1401184385000
10457489,forward to the competent authority,1401184389000
10457489,regular procedure without MER,1401184391000
10457489,create procedure confirmation,1401184396000
10457489,start WABOprocedure,1401184396000
10457489,publish,1401184399000
10457489,create subcases completeness,1401184401000
10457489,registration date publication,1401184401000
10457489,procedure change,1401184405000
10457489,request complete,1401184412000
10457489,create publication document,1401184427000
10053184,request complete,1401191988000
10053184,term for supplying missing data,1401191990000
10053184,create letter requesting missing data,1401191992000
10053184,retrieve missing data,1401191997000
10053184,enter senddate retrieve missing data,1401192874000
10053184,phase asked additional information,1401192876000
10053184,receive additional information,1401192877000
10128593,request complete,1401198287000
10128593,term for supplying missing data,1401198290000
10128593,create letter requesting missing data,1401198291000
10128593,retrieve missing data,1401198299000
10128593,enter senddate retrieve missing data,1401199075000
10128593,phase asked additional information,1401199077000
10128593,receive additional information,1401199078000
10083477,request complete,1401201829000
10083477,term for supplying missing data,1401201832000
10083477,create letter requesting missing data,1401201833000
10083477,retrieve missing data,1401201836000
10083477,enter senddate retrieve missing data,1401202490000
10083477,phase asked additional information,1401202494000
10083477,receive additional information,1401202494000
10051546,request complete,1401267078000
10051546,term for supplying missing data,1401267081000
10051546,create letter requesting missing data,1401267083000
10051546,retrieve missing data,1401267090000
10051546,enter senddate retrieve missing data,1401276986000
10051546,phase asked additional information,1401276989000
10051546,receive additional information,1401276989000
10492879,register submission date request,1401776587000
10492879,OLO messaging active,1401777220000
10492879,send confirmation receipt,1401777220000
10492879,phase application received,1401777220000
10492879,send confirmation receipt,1401777222000
10492879,forward to the competent authority,1401777351000
10492879,enter senddate acknowledgement,1401777351000
10492879,regular procedure without MER,1401777353000
10492879,create procedure confirmation,1401777359000
10492879,start WABOprocedure,1401777359000
10492879,publish,1401777362000
10492879,registration date publication,1401777364000
10492879,create subcases completeness,1401777364000
10492879,create publication document,1401777381000
10128593,enter receipt of additional data,1401781389000
10128593,send confirmation receipt additional data,1401781395000
10128593,phase additional information received,1401781395000
10128593,MER present in supplement,1401781401000
10128593,request complete,1401781404000
10497848,register submission date request,1401788424000
10497848,OLO messaging active,1401789259000
10497848,send confirmation receipt,1401789259000
10497848,phase application received,1401789259000
10497848,send confirmation receipt,1401789261000
10497848,forward to the competent authority,1401789397000
10497848,enter senddate acknowledgement,1401789397000
10497848,regular procedure without MER,1401789399000
10497848,start WABOprocedure,1401789402000
10497848,create procedure confirmation,1401789403000
10497848,publish,1401789405000
10497848,create subcases completeness,1401789407000
10497848,registration date publication,1401789407000
10497848,procedure change,1401789416000
10497848,create publication document,1401789430000
10500140,register submission date request,1401794911000
10500140,OLO messaging active,1401795145000
10500140,send confirmation receipt,1401795145000
10500140,phase application received,1401795145000
10500140,send confirmation receipt,1401795148000
10500140,enter senddate acknowledgement,1401795760000
10500140,forward to the competent authority,1401795761000
10500140,regular procedure without MER,1401795762000
10500140,create procedure confirmation,1401795769000
10500140,start WABOprocedure,1401795769000
10500140,publish,1401795772000
10500140,create subcases completeness,1401795774000
10500140,registration date publication,1401795774000
10500140,procedure change,1401795781000
10500140,create publication document,1401795791000
10501237,register submission date request,1401797939000
10501237,OLO messaging active,1401798285000
10501237,send confirmation receipt,1401798285000
10501237,phase application received,1401798285000
10501237,send confirmation receipt,1401798287000
10501237,forward to the competent authority,1401798391000
10501237,enter senddate acknowledgement,1401798391000
10501237,regular procedure without MER,1401798393000
10501237,start WABOprocedure,1401798399000
10501237,create procedure confirmation,1401798400000
10501237,publish,1401798402000
10501237,create subcases completeness,1401798404000
10501237,registration date publication,1401798404000
10501237,procedure change,1401798411000
10501237,create publication document,1401798424000
10153227,procedure change,1401801889000
10153227,request complete,1401801891000
10153227,term for supplying missing data,1401801893000
10153227,create letter requesting missing data,1401801894000
10153227,retrieve missing data,1401801897000
10153227,enter senddate retrieve missing data,1401802953000
10153227,phase asked additional information,1401802957000
10153227,receive additional information,1401802957000
10009280,set decision phase decision permitting decided,1401945916000
10009280,register objection and appeal periods,1401945923000
10009280,phase decision taken,1401945923000
10009280,creating cover letter decision,1401945931000
10009280,transcript decision environmental permit to stakeholders,1401945939000
10009280,enter senddate decision environmental permit,1401946825000
10009280,start decision phase decision permitting sent,1401946881000
10009280,enter senddate decision environmental permit,1401946888000
10009280,enter senddate decision,1401946888000
10009280,phase decision sent,1401946889000
10292508,term for supplying missing data,1401970056000
10292508,create letter requesting missing data,1401970057000
10292508,retrieve missing data,1401970063000
10292508,enter senddate retrieve missing data,1401972670000
10292508,phase asked additional information,1401972673000
10292508,receive additional information,1401972673000
10186788,request complete,1401975571000
10186788,term for supplying missing data,1401975573000
10186788,create letter requesting missing data,1401975575000
10186788,retrieve missing data,1401975580000
10542627,register submission date request,1402038365000
10542627,OLO messaging active,1402043823000
10542627,send confirmation receipt,1402043823000
10542627,phase application received,1402043823000
10542627,forward to the competent authority,1402043832000
10542627,regular procedure without MER,1402043838000
10542627,start WABOprocedure,1402043844000
10542627,create procedure confirmation,1402043845000
10542627,publish,1402043848000
10542627,create subcases completeness,1402043851000
10542627,registration date publication,1402043851000
10542627,procedure change,1402043854000
10542627,create publication document,1402043901000
10547191,register submission date request,1402048109000
10547191,OLO messaging active,1402048362000
10547191,send confirmation receipt,1402048362000
10547191,phase application received,1402048362000
10547191,forward to the competent authority,1402048365000
10547191,regular procedure without MER,1402048367000
10547191,create procedure confirmation,1402048369000
10547191,start WABOprocedure,1402048369000
10547191,publish,1402048370000
10547191,create subcases completeness,1402048373000
10547191,registration date publication,1402048373000
10547191,procedure change,1402048377000
10547191,create publication document,1402048389000
10548783,register submission date request,1402049245000
10548783,send confirmation receipt,1402049800000
10548783,OLO messaging active,1402049800000
10548783,phase application received,1402049800000
10548783,forward to the competent authority,1402049803000
10548783,regular procedure without MER,1402049807000
10548783,create procedure confirmation,1402049809000
10548783,start WABOprocedure,1402049809000
10548783,publish,1402049811000
10548783,create subcases completeness,1402049813000
10548783,registration date publication,1402049813000
10548783,procedure change,1402049817000
10548783,create publication document,1402049837000
10550640,register submission date request,1402052451000
10550640,OLO messaging active,1402052461000
10550640,send confirmation receipt,1402052461000
10550640,phase application received,1402052461000
10550640,send confirmation receipt,1402052468000
10550640,forward to the competent authority,1402052553000
10550640,enter senddate acknowledgement,1402052553000
10550640,regular procedure without MER,1402052559000
10550640,create procedure confirmation,1402052561000
10550640,start WABOprocedure,1402052561000
10550640,publish,1402052563000
10550640,create subcases completeness,1402052565000
10550640,registration date publication,1402052565000
10550640,procedure change,1402052569000
10550640,create publication document,1402052580000
10153227,enter receipt of additional data,1402053851000
10153227,phase additional information received,1402053855000
10153227,send confirmation receipt additional data,1402053856000
10153227,MER present in supplement,1402053860000
10153227,request complete,1402053864000
10051546,enter receipt of additional data,1402293412000
10563369,register submission date request,1402298484000
10563369,OLO messaging active,1402298840000
10563369,send confirmation receipt,1402298840000
10563369,phase application received,1402298840000
10563369,send confirmation receipt,1402298841000
10563369,forward to the competent authority,1402298953000
10563369,enter senddate acknowledgement,1402298953000
10563369,regular procedure without MER,1402298958000
10563369,create procedure confirmation,1402298961000
10563369,start WABOprocedure,1402298961000
10563369,publish,1402298964000
10563369,create subcases completeness,1402298965000
10563369,registration date publication,1402298965000
10563369,create publication document,1402298981000
10186788,enter senddate retrieve missing data,1402299140000
10186788,phase asked additional information,1402299141000
10186788,receive additional information,1402299142000
10563369,procedure change,1402299902000
10564529,register submission date request,1402300070000
10564529,OLO messaging active,1402301420000
10564529,send confirmation receipt,1402301421000
10564529,phase application received,1402301421000
10564529,send confirmation receipt,1402301450000
10564529,forward to the competent authority,1402301454000
10564529,enter senddate acknowledgement,1402301454000
10564529,regular procedure without MER,1402301456000
10564529,MER required,1402301463000
10564529,activities regular procedure,1402301469000
10564529,phased application,1402301472000
10564529,read field phased application,1402301472000
10564529,start WABOprocedure,1402301472000
10564529,create procedure confirmation,1402301476000
10564529,publish,1402301478000
10564529,create subcases completeness,1402301480000
10564529,procedure change,1402301485000
10564529,request complete,1402301490000
10153227,procedure change after completeness,1402573582000
10153227,phase application receptive,1402573582000
10153227,send letter in progress,1402573590000
10153227,treat subcases content,1402573592000
10153227,completed subcases content,1402573593000
10153227,procedure change,1402573594000
10153227,article 34  WABO applies,1402573600000
10153227,assessment of content completed,1402573602000
10153227,grounds for refusal,1402573741000
10153227,phase advice known,1402573741000
