1560506112000,1560506112000,0,Appraise property,1560506112000,
1560506185000,1560506185000,0,Check credit history,1560506185000,
1560507246000,1560507246000,0,Assess loan risk,1560507246000,
1560509574001,1560509574001,0,Loan application rejected,1560509574001,
1560526903915,1560502800000,0,Loan  application received,1560502800000,
1560529698250,1560503622000,0,Check  application  form completeness,1560503622000,
1560535048874,1560508741000,0,Assess eligibility,1560508741000,
1560540883666,1560521359000,1,Check  application  form completeness,1560521359000,
1560541706036,1560522417000,1,Appraise property,1560522417000,
1560543446622,1560530156000,1,Reject application,1560530156000,
1560545549988,1560509574000,0,Reject application,1560509574000,
1560546004718,1560530156001,1,Loan application rejected,1560530156001,
1560551314291,1560519000000,1,Loan  application received,1560519000000,
1560555636723,1560526787000,1,Assess loan risk,1560526787000,
1560558004288,1560526367000,1,Check credit history,1560526367000,
1560559663713,1560528056000,1,Assess eligibility,1560528056000,
1560765600000,1560765600000,2,Loan  application received,1560765600000,
1560766916000,1560766916000,2,Check  application  form completeness,1560766916000,
1560767533000,1560767533000,2,Appraise property,1560767533000,
1560772275000,1560772275000,2,Check if home insurance quote is requested,1560772275000,
1560776561001,1560776561001,2,Loan  application canceled,1560776561001,
1560782975256,1560767755000,2,Check credit history,1560767755000,
1560783153000,1560783153000,3,Check credit history,1560783153000,
1560783490000,1560783490000,3,Appraise property,1560783490000,
1560784035000,1560784035000,3,Assess eligibility,1560784035000,
1560784664001,1560784664001,3,Loan application rejected,1560784664001,
1560785684478,1560774339000,2,Verify repayment agreement,1560774339000,
1560788079059,1560771938000,2,Prepare acceptance pack,1560771938000,
1560794726352,1560770814000,2,Assess eligibility,1560770814000,
1560800833457,1560770485000,2,Assess loan risk,1560770485000,
1560802096653,1560782418000,3,Check  application  form completeness,1560782418000,
1560804201119,1560781800000,3,Loan  application received,1560781800000,
1560805013773,1560776561000,2,Cancel application,1560776561000,
1560805358428,1560784008000,3,Assess loan risk,1560784008000,
1560806790565,1560784664000,3,Reject application,1560784664000,
1560809774380,1560774179000,2,Send acceptance pack,1560774179000,
1560855600000,1560855600000,4,Loan  application received,1560855600000,
1560861444001,1560861444001,4,Loan application rejected,1560861444001,
1560869657767,1560858202000,4,Appraise property,1560858202000,
1560872430100,1560861444000,4,Reject application,1560861444000,
1560872826000,1560872826000,5,Check credit history,1560872826000,
1560880005292,1560860794000,4,Assess eligibility,1560860794000,
1560881633531,1560858352000,4,Check credit history,1560858352000,
1560884684728,1560871800000,5,Loan  application received,1560871800000,
1560885835848,1560858968000,4,Assess loan risk,1560858968000,
1560891629772,1560856136000,4,Check  application  form completeness,1560856136000,
1560896522974,1560872568000,5,Check  application  form completeness,1560872568000,
1560898266895,1560876948000,5,Assess loan risk,1560876948000,
1560960252468,1560940499000,5,Verify repayment agreement,1560940499000,
1560960459506,1560941058000,5,Approve application,1560941058000,
1560961800000,1560961800000,7,Loan  application received,1560961800000,
1560961832255,1560945600000,6,Loan  application received,1560945600000,
1560962872873,1560937792000,5,Assess eligibility,1560937792000,
1560963109694,1560938856000,5,Check if home insurance quote is requested,1560938856000,
1560965483131,1560948924000,6,Assess loan risk,1560948924000,
1560968354039,1560946614000,6,Appraise property,1560946614000,
1560970470500,1560945662000,6,Check  application  form completeness,1560945662000,
1560971300716,1560936833000,5,Appraise property,1560936833000,
1560971898244,1560938099000,5,Prepare acceptance pack,1560938099000,
1560973174487,1560939689000,5,Send home insurance quote,1560939689000,
1560973873430,1560941058001,5,Loan  application approved,1560941058001,
1560978633285,1560959430000,6,Reject application,1560959430000,
1560979818171,1560947398000,6,Check credit history,1560947398000,
1560980625216,1560959430001,6,Loan application rejected,1560959430001,
1560981887602,1560957830000,6,Assess eligibility,1560957830000,
1561024773000,1561024773000,7,Assess loan risk,1561024773000,
1561029813000,1561029813000,7,Assess eligibility,1561029813000,
1561040000000,1561040000000,8,Appraise property,1561040000000,
1561041375000,1561041375000,8,Assess loan risk,1561041375000,
1561042856000,1561042856000,8,Assess eligibility,1561042856000,
1561043449536,1561030302000,7,Send acceptance pack,1561030302000,
1561044428462,1561023072000,7,Check  application  form completeness,1561023072000,
1561046877000,1561046877000,8,Send acceptance pack,1561046877000,
1561047939000,1561047939000,8,Verify repayment agreement,1561047939000,
1561049297001,1561049297001,8,Loan  application canceled,1561049297001,
1561049439545,1561035600000,8,Loan  application received,1561035600000,
1561056002919,1561032064000,7,Verify repayment agreement,1561032064000,
1561057006900,1561024347000,7,Check credit history,1561024347000,
1561057313025,1561037785000,8,Check  application  form completeness,1561037785000,
1561058326708,1561033659000,7,Approve application,1561033659000,
1561060602352,1561041183000,8,Check credit history,1561041183000,
1561064641258,1561029553000,7,Appraise property,1561029553000,
1561067226860,1561033659001,7,Loan  application approved,1561033659001,
1561075035248,1561046581000,8,Check if home insurance quote is requested,1561046581000,
1561076424445,1561044117000,8,Prepare acceptance pack,1561044117000,
1561085018346,1561049297000,8,Cancel application,1561049297000,
1561109400000,1561109400000,9,Loan  application received,1561109400000,
1561115399000,1561115399000,9,Reject application,1561115399000,
1561124574154,1561111702000,9,Appraise property,1561111702000,
1561125600000,1561125600000,10,Loan  application received,1561125600000,
1561131900834,1561112829000,9,Assess eligibility,1561112829000,
1561133889857,1561109549000,9,Check  application  form completeness,1561109549000,
1561137048222,1561111543000,9,Check credit history,1561111543000,
1561145967688,1561112676000,9,Assess loan risk,1561112676000,
1561148124454,1561115399001,9,Loan application rejected,1561115399001,
1561148809471,1561132484000,10,Appraise property,1561132484000,
1561159274456,1561136145000,10,Assess eligibility,1561136145000,
1561163462877,1561131369000,10,Check  application  form completeness,1561131369000,
1561164456530,1561134545000,10,Assess loan risk,1561134545000,
1561165436911,1561132266000,10,Check credit history,1561132266000,
1561370424000,1561370424000,10,Verify repayment agreement,1561370424000,
1561378644000,1561378644000,11,Assess loan risk,1561378644000,
1561384223001,1561384223001,11,Loan application rejected,1561384223001,
1561386390825,1561371048001,10,Loan  application canceled,1561371048001,
1561392303000,1561392303000,12,Assess eligibility,1561392303000,
1561392353287,1561374459000,11,Check credit history,1561374459000,
1561393465763,1561372200000,11,Loan  application received,1561372200000,
1561394854000,1561394854000,12,Reject application,1561394854000,
1561394854001,1561394854001,12,Loan application rejected,1561394854001,
1561401081551,1561371048000,10,Cancel application,1561371048000,
1561401136126,1561388400000,12,Loan  application received,1561388400000,
1561404976000,1561369047000,10,Send acceptance pack,1561369047000,
1561406135032,1561374077000,11,Appraise property,1561374077000,
1561406401492,1561373428000,11,Check  application  form completeness,1561373428000,
1561407479646,1561384223000,11,Reject application,1561384223000,
1561408947193,1561388738000,12,Check credit history,1561388738000,
1561411251734,1561389628000,12,Assess loan risk,1561389628000,
1561414535871,1561391571000,12,Appraise property,1561391571000,
1561414768583,1561383916000,11,Assess eligibility,1561383916000,
1561417039398,1561388482000,12,Check  application  form completeness,1561388482000,
1561466364000,1561466364000,13,Appraise property,1561466364000,
1561486640191,1561469916001,13,Loan application rejected,1561469916001,
1561486800038,1561466784000,13,Assess loan risk,1561466784000,
1561487216633,1561463297000,13,Check credit history,1561463297000,
1561488603894,1561462200000,13,Loan  application received,1561462200000,
1561488741928,1561469916000,13,Reject application,1561469916000,
1561495862626,1561468253000,13,Assess eligibility,1561468253000,
1561496327112,1561462467000,13,Check  application  form completeness,1561462467000,
1561506582553,1561478400000,14,Loan  application received,1561478400000,
1561506661179,1561481725000,14,Check  application  form completeness,1561481725000,
1561553211000,1561553211000,15,Appraise property,1561553211000,
