1560503622000,1560503622000,0,Check  application  form completeness,1560503622000,
1560506112000,1560506112000,0,Appraise property,1560506112000,
1560506185000,1560506185000,0,Check credit history,1560506185000,
1560507246000,1560507246000,0,Assess loan risk,1560507246000,
1560508741000,1560508741000,0,Assess eligibility,1560508741000,
1560509574000,1560509574000,0,Reject application,1560509574000,
1560509574001,1560509574001,0,Loan application rejected,1560509574001,
1560526787000,1560526787000,1,Assess loan risk,1560526787000,
1560526903915,1560502800000,0,Loan  application received,1560502800000,
1560528056000,1560528056000,1,Assess eligibility,1560528056000,
1560530156000,1560530156000,1,Reject application,1560530156000,
1560530156001,1560530156001,1,Loan application rejected,1560530156001,
1560545076250,1560519000000,1,Loan  application received,1560519000000,
1560547666874,1560521359000,1,Check  application  form completeness,1560521359000,
1560558392988,1560522417000,1,Appraise property,1560522417000,
1560558681291,1560526367000,1,Check credit history,1560526367000,
1560765600000,1560765600000,2,Loan  application received,1560765600000,
1560766916000,1560766916000,2,Check  application  form completeness,1560766916000,
1560767533000,1560767533000,2,Appraise property,1560767533000,
1560770485000,1560770485000,2,Assess loan risk,1560770485000,
1560771938000,1560771938000,2,Prepare acceptance pack,1560771938000,
1560772275000,1560772275000,2,Check if home insurance quote is requested,1560772275000,
1560774179000,1560774179000,2,Send acceptance pack,1560774179000,
1560774339000,1560774339000,2,Verify repayment agreement,1560774339000,
1560776561000,1560776561000,2,Cancel application,1560776561000,
1560776561001,1560776561001,2,Loan  application canceled,1560776561001,
1560783153000,1560783153000,3,Check credit history,1560783153000,
1560783490000,1560783490000,3,Appraise property,1560783490000,
1560784035000,1560784035000,3,Assess eligibility,1560784035000,
1560784664000,1560784664000,3,Reject application,1560784664000,
1560784664001,1560784664001,3,Loan application rejected,1560784664001,
1560787279666,1560767755000,2,Check credit history,1560767755000,
1560790103036,1560770814000,2,Assess eligibility,1560770814000,
1560811267723,1560782418000,3,Check  application  form completeness,1560782418000,
1560813437288,1560781800000,3,Loan  application received,1560781800000,
1560815615713,1560784008000,3,Assess loan risk,1560784008000,
1560855600000,1560855600000,4,Loan  application received,1560855600000,
1560856136000,1560856136000,4,Check  application  form completeness,1560856136000,
1560858968000,1560858968000,4,Assess loan risk,1560858968000,
1560861444000,1560861444000,4,Reject application,1560861444000,
1560861444001,1560861444001,4,Loan application rejected,1560861444001,
1560871492622,1560858202000,4,Appraise property,1560858202000,
1560871800000,1560871800000,5,Loan  application received,1560871800000,
1560872826000,1560872826000,5,Check credit history,1560872826000,
1560874200717,1560858352000,4,Check credit history,1560858352000,
1560876014256,1560860794000,4,Assess eligibility,1560860794000,
1560900860352,1560876948000,5,Assess loan risk,1560876948000,
1560902916457,1560872568000,5,Check  application  form completeness,1560872568000,
1560936833000,1560936833000,5,Appraise property,1560936833000,
1560938099000,1560938099000,5,Prepare acceptance pack,1560938099000,
1560938856000,1560938856000,5,Check if home insurance quote is requested,1560938856000,
1560941058000,1560941058000,5,Approve application,1560941058000,
1560941058001,1560941058001,5,Loan  application approved,1560941058001,
1560945662000,1560945662000,6,Check  application  form completeness,1560945662000,
1560946614000,1560946614000,6,Appraise property,1560946614000,
1560947398000,1560947398000,6,Check credit history,1560947398000,
1560948924000,1560948924000,6,Assess loan risk,1560948924000,
1560951844478,1560940499000,5,Verify repayment agreement,1560940499000,
1560953933059,1560937792000,5,Assess eligibility,1560937792000,
1560957830000,1560957830000,6,Assess eligibility,1560957830000,
1560959430001,1560959430001,6,Loan application rejected,1560959430001,
1560961800000,1560961800000,7,Loan  application received,1560961800000,
1560974052773,1560945600000,6,Loan  application received,1560945600000,
1560975284380,1560939689000,5,Send home insurance quote,1560939689000,
1560981831119,1560959430000,6,Reject application,1560959430000,
1561023072000,1561023072000,7,Check  application  form completeness,1561023072000,
1561024347000,1561024347000,7,Check credit history,1561024347000,
1561024773000,1561024773000,7,Assess loan risk,1561024773000,
1561029813000,1561029813000,7,Assess eligibility,1561029813000,
1561030302000,1561030302000,7,Send acceptance pack,1561030302000,
